added_dt,last_update,link,floor,heating,advertiser_type,location,latitude,longitude,approximate_coordinates,elevator,building_type,safeguards,district,rent,additional_fees,area,room_number,students_allowed,non_smoker_only,building_height,for_renovation,balcony,terrace,garden,parking_space,separate_kitchen,utility_room,basement,gated_community,security_monitoring,building_age,cable_tv,internet,dishwasher,air_conditioning
2025-01-18,,https://www.otodom.pl/pl/oferta/rezerwacja-2-pokoje-przy-promenadzie-ID4urRZ,6.0,district,owner,"ul. Tadeusza Rechniewskiego 13, Gocław, Praga-Południe, Warszawa, mazowieckie",52.229038,21.104954,0,1,block_of_flats,1,Praga_Poludnie,3200,470,37.0,2.0,0,0,7.0,0,1,0,0,0,0,0,0,1,1,8.0,1,1,1,1
2025-01-18,,https://www.otodom.pl/pl/oferta/sloneczna-kawalerkasaunaumeblowane-ID4utig,2.0,district,agency,"ul. Kurhan, Szczęśliwice, Ochota, Warszawa, mazowieckie",52.210824,20.955471,0,1,block_of_flats,1,Ochota,2800,300,45.0,1.0,1,1,3.0,0,1,0,0,1,1,0,0,0,1,28.0,1,1,0,0
2025-01-18,,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-na-starej-saskiej-kepie-ID4utw9,3.0,gas,owner,"Saska Kępa, Praga-Południe, Warszawa, mazowieckie",52.234847,21.050672,1,0,tenement,0,Praga_Poludnie,3800,0,63.0,2.0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,89.0,0,0,1,0
2025-01-18,,https://www.otodom.pl/pl/oferta/wola-metro-3-pokoje-klima-ID.4utdz,1.0,district,agency,"ul. Giełdowa, Czyste, Wola, Warszawa, mazowieckie",52.230653,20.975692,0,1,block_of_flats,0,Wola,7900,826,78.0,3.0,0,1,,0,1,0,0,1,1,0,0,1,1,15.0,0,1,1,1
2025-01-18,,https://www.otodom.pl/pl/oferta/wynajem-mieszkania-praga-poludnie-1-1-28m2-ID4utrH,1.0,district,owner,"ul. Kamionkowska, Kamionek, Praga-Południe, Warszawa, mazowieckie",52.247529,21.063574,0,1,other,1,Praga_Poludnie,2700,500,28.0,1.0,1,0,4.0,0,1,0,0,1,0,0,0,1,0,5.0,1,1,0,0
2025-01-18,,https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-3-pokojowe-68-4-m2-z-garazem-ID4utw2,3.0,,owner,"ul. Fort Wola, Ulrychów, Wola, Warszawa, mazowieckie",52.225195,20.929785,0,1,block_of_flats,0,Wola,4550,955,68.4,3.0,0,1,7.0,0,1,0,0,1,1,0,0,1,1,6.0,0,0,1,0
2025-01-18,,https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-dwupokojowe-w-ursusie-ID4utqt,1.0,district,owner,"ul. Władysława Bełzy, Niedźwiadek, Ursus, Warszawa, mazowieckie",52.196436,20.875326,0,1,apartment,0,Ursus,2900,600,42.0,2.0,0,0,3.0,0,1,0,0,0,0,0,0,1,1,5.0,0,0,1,0
2025-01-19,,https://www.otodom.pl/pl/oferta/2-pokoje-klimatyzacja-garaz-ID4uu1R,3.0,,owner,"Bulwary Praskie, Pelcowizna, Praga-Północ, Warszawa, mazowieckie",52.277114,21.011626,0,1,block_of_flats,1,Praga_Polnoc,3200,530,40.0,2.0,1,1,,0,1,0,0,1,0,0,0,0,1,1.0,0,0,1,1
2025-01-19,,https://www.otodom.pl/pl/oferta/2-pokoje-miejsce-postojowe-dostepne-od-1-lutego-ID4utQT,,,owner,"ul. Konstruktorska, Służewiec, Mokotów, Warszawa, mazowieckie",52.185519,20.995157,0,0,other,1,Mokotow,2700,600,29.0,2.0,0,1,,0,1,0,0,1,0,0,0,1,1,,0,0,1,0
2025-01-19,,https://www.otodom.pl/pl/oferta/2-pokoje-nowe-bemowo-lazurowa-metro-zachod-ID4utFE,6.0,district,owner,"ul. Lazurowa, Chrzanów, Bemowo, Warszawa, mazowieckie",52.223788,20.896433,0,0,block_of_flats,0,Bemowo,3400,650,44.0,2.0,0,0,6.0,0,1,0,0,1,0,0,0,0,1,1.0,0,0,1,1
2025-01-19,,https://www.otodom.pl/pl/oferta/2-pokoje-wysoki-standard-klimatyzacja-garaz-ID4utDO,4.0,district,owner,"ul. Boremlowska, Grochów, Praga-Południe, Warszawa, mazowieckie",52.247923,21.104532,0,1,apartment,1,Praga_Poludnie,3100,750,50.5,2.0,1,0,4.0,0,1,1,0,1,0,0,0,1,1,6.0,1,1,1,1
2025-01-19,,https://www.otodom.pl/pl/oferta/2-pokoje-z-tarasem-i-ogrodkiem-przy-metrze-mlociny-ID4utDi,1.0,district,owner,"Lekka, Wawrzyszew, Bielany, Warszawa, mazowieckie",52.284539,20.926579,0,1,block_of_flats,1,Bielany,4000,1000,46.0,2.0,0,1,7.0,0,0,1,1,1,0,1,0,1,1,6.0,0,1,1,0
2025-01-19,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-parking-czynsz-w-cenie-ID4utJ8,1.0,gas,owner,"Nowodwory, Białołęka, Warszawa, mazowieckie",52.352638,20.940511,1,0,other,0,Bialoleka,3300,0,45.0,2.0,0,0,2.0,0,1,0,1,1,1,0,1,0,0,,1,1,0,0
